Document_Number,Line_Item,Company_Code,Fiscal_Year,Posting_Month,Posting_Date,Document_Date,SAP_GL_Account,SAP_Account_Name,SAP_Cost_Center,Property_ID,Vendor,Customer_or_Tenant,Document_Type,Journal_Source,Debit_Credit,Amount_Local,Signed_Amount,Currency,Text,Close_Risk_Flag,Created_By
5100000128,2,5000,2026,2026-05,2026-05-18,2026-05-13,550000,IT software and licenses,CC-07-AME,P-005,NorthBuild Contractors,,FX,SAP RE-FX,S,85947.11,-85947.11,SGD,Late invoice capture,,JSMITH
5100000129,1,2000,2026,2026-04,2026-04-02,2026-03-29,800000,Income tax expense,CC-07-AME,P-045,LiftPro Services,,AB,SAP CO Allocation,S,7468.16,-7468.16,EUR,Accrual reversal,,JSMITH
5100000130,2,2000,2026,2026-04,2026-04-05,2026-03-29,800000,Income tax expense,CC-07-AME,P-045,RentAdjust Consulting,,FX,Accrual Engine,S,10386.62,-10386.62,EUR,Quarterly allocation,,MBECKER
5100000131,3,2000,2026,2026-04,2026-04-30,2026-04-28,800000,Income tax expense,CC-07-AME,P-045,WaterWorks City,,KR,SAP FI,S,9310.26,-9310.26,EUR,Late invoice capture,,LCHEN
5100000132,1,1100,2026,2026-05,2026-05-17,2026-05-13,512000,Security services,CC-08-DAC,P-053,GreenHeat Utilities,,AB,AP Invoice,S,296878.43,-296878.43,EUR,Quarterly allocation,,CONTROLLING
5100000133,1,1000,2026,2026-01,2026-01-31,2026-01-23,520000,Insurance,CC-03-WES,P-032,TaxAdvisors Global,,AA,AP Invoice,S,61746.17,-61746.17,EUR,Vendor invoice,,MBECKER
5100000134,2,1000,2026,2026-01,2026-01-19,2026-01-10,520000,Insurance,CC-03-WES,P-032,LiftPro Services,,SA,SAP FI,S,78966.12,-78966.12,EUR,Late invoice capture,,JSMITH
5100000135,1,4000,2026,2026-04,2026-04-15,2026-04-08,400100,Rental income,CC-03-AME,P-003,,Logistics Tenant,WE,Accrual Engine,H,755082.5,755082.5,USD,Monthly posting,,MBECKER
5100000136,1,1100,2026,2026-02,2026-02-17,2026-02-17,400100,Rental income,CC-09-APA,P-053,,Tenant C,FX,SAP RE-FX,H,1162490.36,1162490.36,EUR,Monthly posting,,LCHEN
5100000137,2,1100,2026,2026-02,2026-02-10,2026-02-08,400100,Rental income,CC-09-APA,P-053,,Tenant C,RE,AP Invoice,H,1131723.88,1131723.88,EUR,Monthly posting,,SAP_BATCH
5100000138,1,1000,2026,2026-02,2026-02-25,2026-02-15,400100,Rental income,CC-08-UK,P-061,,Tenant C,FX,SAP RE-FX,H,1914443.42,1914443.42,EUR,Monthly posting,,JSMITH
5100000139,1,3000,2026,2026-02,2026-02-14,2026-02-10,510000,Repairs and maintenance,CC-07-DAC,P-069,CloudSuite SE,,SA,SAP FI,S,10555.93,-10555.93,GBP,Late invoice capture,,AP_BOT
5100000140,2,3000,2026,2026-02,2026-02-12,2026-02-04,510000,Repairs and maintenance,CC-07-DAC,P-069,WaterWorks City,,SA,SAP FI,S,11069.91,-11069.91,GBP,Accrual reversal,,SAP_BATCH
5100000141,3,3000,2026,2026-02,2026-02-28,2026-02-20,510000,Repairs and maintenance,CC-07-DAC,P-069,UrbanClean GmbH,,FX,SAP CO Allocation,S,11947.2,-11947.2,GBP,Late invoice capture,,LCHEN
5100000142,4,3000,2026,2026-02,2026-02-25,2026-02-21,510000,Repairs and maintenance,CC-07-DAC,P-069,LeaseOps Services,,AB,Payroll Upload,S,10390.28,-10390.28,GBP,Lease adjustment,,LCHEN
5100000143,5,3000,2026,2026-02,2026-03-02,2026-02-20,510000,Repairs and maintenance,CC-07-DAC,P-069,EnergiaPlus,,WE,AP Invoice,S,9271.86,-9271.86,GBP,Late invoice capture,Late posting,AP_BOT
5100000144,1,2100,2026,2026-03,2026-03-01,2026-02-21,800000,Income tax expense,CC-04-WES,P-020,EnergiaPlus,,AB,Manual Journal,S,4811.39,-4811.39,EUR,Late invoice capture,,MBECKER
5100000145,2,2100,2026,2026-03,2026-03-07,2026-02-26,800000,Income tax expense,CC-04-WES,P-020,SecureWorks Facilities,,KR,Accrual Engine,S,3639.8,-3639.8,EUR,Monthly posting,,CONTROLLING
5100000146,3,2100,2026,2026-03,2026-03-28,2026-03-20,800000,Income tax expense,CC-04-WES,P-020,WaterWorks City,,AA,SAP RE-FX,S,5223.72,-5223.72,EUR,Monthly posting,,LCHEN
5100000147,4,2100,2026,2026-03,2026-03-10,2026-02-28,800000,Income tax expense,CC-04-WES,P-020,SecureWorks Facilities,,AB,SAP FI,S,4277.61,-4277.61,EUR,Accrual reversal,,LCHEN
5100000148,1,1000,2026,2026-03,2026-04-03,2026-03-31,510000,Repairs and maintenance,CC-07-UK,P-061,LegalTrust LLP,,RE,AP Invoice,S,19182.79,-19182.79,EUR,Lease adjustment,Late posting,JSMITH
5100000149,2,1000,2026,2026-03,2026-03-10,2026-03-04,510000,Repairs and maintenance,CC-07-UK,P-061,TaxAdvisors Global,,KR,Payroll Upload,S,18414.72,-18414.72,EUR,Quarterly allocation,,AP_BOT
5100000150,3,1000,2026,2026-03,2026-03-05,2026-02-27,510000,Repairs and maintenance,CC-07-UK,P-061,LeaseOps Services,,WE,SAP FI,S,18516.44,-18516.44,EUR,Late invoice capture,,AP_BOT
5100000151,4,1000,2026,2026-03,2026-03-03,2026-02-22,510000,Repairs and maintenance,CC-07-UK,P-061,LegalTrust LLP,,KR,Manual Journal,S,22035.63,-22035.63,EUR,Lease adjustment,,SAP_BATCH
5100000152,1,5000,2026,2026-04,2026-05-01,2026-04-27,570000,Marketing leasing campaigns,CC-01-WES,P-065,UrbanClean GmbH,,WE,Payroll Upload,S,167727.35,-167727.35,SGD,Accrual reversal,Late posting,MBECKER
5100000153,1,3000,2026,2026-02,2026-02-20,2026-02-10,500100,Property management fees,CC-09-DAC,P-057,WaterWorks City,,FX,Manual Journal,S,119872.23,-119872.23,GBP,Quarterly allocation,Manual high value,LCHEN
5100000154,2,3000,2026,2026-02,2026-02-03,2026-01-30,500100,Property management fees,CC-09-DAC,P-057,SecureWorks Facilities,,FX,Accrual Engine,S,118168.83,-118168.83,GBP,Lease adjustment,,AP_BOT
5100000155,1,1200,2026,2026-05,2026-05-31,2026-05-26,400200,Service charge income,CC-08-UK,P-046,,Tenant B,KR,AP Invoice,H,78871.6,78871.6,EUR,Vendor invoice,,SAP_BATCH
5100000156,2,1200,2026,2026-05,2026-05-02,2026-04-26,400200,Service charge income,CC-08-UK,P-046,,Retail Tenant,SA,AP Invoice,H,86139.86,86139.86,EUR,Accrual reversal,,LCHEN
5100000157,3,1200,2026,2026-05,2026-05-13,2026-05-12,400200,Service charge income,CC-08-UK,P-046,,Anchor Tenant,FX,SAP CO Allocation,H,88347.87,88347.87,EUR,Utility true-up,,JSMITH
5100000158,1,1000,2026,2026-05,2026-05-13,2026-05-11,590000,Other operating expense,CC-06-UK,P-033,LiftPro Services,,AA,Depreciation Run,S,12766.66,-12766.66,EUR,Manual reclass,,CONTROLLING
5100000159,2,1000,2026,2026-05,2026-05-19,2026-05-19,590000,Other operating expense,CC-06-UK,P-033,TaxAdvisors Global,,RE,SAP FI,S,17530.78,-17530.78,EUR,Vendor invoice,,LCHEN
5100000160,3,1000,2026,2026-05,2026-05-15,2026-05-13,590000,Other operating expense,CC-06-UK,P-033,TaxAdvisors Global,,FX,SAP FI,S,14594.26,-14594.26,EUR,Manual reclass,,CONTROLLING
5100000161,4,1000,2026,2026-05,2026-05-30,2026-05-26,590000,Other operating expense,CC-06-UK,P-033,TaxAdvisors Global,,WE,Payroll Upload,S,18172.25,-18172.25,EUR,Vendor invoice,,JSMITH
5100000162,1,1000,2026,2026-03,2026-03-14,2026-03-10,610000,Amortization lease incentives,CC-04-APA,P-044,NorthBuild Contractors,,SA,SAP FI,S,9844.44,-9844.44,EUR,Vendor invoice,,CONTROLLING
5100000163,2,1000,2026,2026-03,2026-03-15,2026-03-09,610000,Amortization lease incentives,CC-04-APA,P-044,UrbanClean GmbH,,FX,Depreciation Run,S,11964.98,-11964.98,EUR,Late invoice capture,,MBECKER
5100000164,3,1000,2026,2026-03,2026-03-06,2026-02-28,610000,Amortization lease incentives,CC-04-APA,P-044,LeaseOps Services,,RE,AP Invoice,S,12175.8,-12175.8,EUR,Utility true-up,,JSMITH
5100000165,4,1000,2026,2026-03,2026-03-17,2026-03-17,610000,Amortization lease incentives,CC-04-APA,P-044,EnergiaPlus,,RE,Accrual Engine,S,12590.18,-12590.18,EUR,Quarterly allocation,,LCHEN
5100000166,1,4000,2026,2026-02,2026-03-03,2026-03-02,600000,Depreciation buildings,CC-09-UK,P-042,TaxAdvisors Global,,AB,AP Invoice,S,5507.4,-5507.4,USD,Monthly posting,Late posting,CONTROLLING
5100000167,2,4000,2026,2026-02,2026-02-07,2026-01-30,600000,Depreciation buildings,CC-09-UK,P-042,NorthBuild Contractors,,KR,Manual Journal,S,5971.88,-5971.88,USD,Quarterly allocation,,MBECKER
5100000168,3,4000,2026,2026-02,2026-02-18,2026-02-14,600000,Depreciation buildings,CC-09-UK,P-042,NorthBuild Contractors,,FX,SAP RE-FX,S,6535.44,-6535.44,USD,Lease adjustment,,MBECKER
5100000169,4,4000,2026,2026-02,2026-03-05,2026-02-24,600000,Depreciation buildings,CC-09-UK,P-042,SecureWorks Facilities,,AB,AP Invoice,S,6149.0,-6149.0,USD,Lease adjustment,Late posting,JSMITH
5100000170,5,4000,2026,2026-02,2026-03-03,2026-03-02,600000,Depreciation buildings,CC-09-UK,P-042,TaxAdvisors Global,,RE,Accrual Engine,S,6049.32,-6049.32,USD,Vendor invoice,Late posting,JSMITH
5100000171,1,4000,2026,2026-05,2026-05-16,2026-05-12,550000,IT software and licenses,CC-09-DAC,P-072,LeaseOps Services,,FX,AP Invoice,S,26371.61,-26371.61,USD,Utility true-up,,LCHEN
5100000172,2,4000,2026,2026-05,2026-05-16,2026-05-14,550000,IT software and licenses,CC-09-DAC,P-072,NorthBuild Contractors,,SA,AP Invoice,S,26586.81,-26586.81,USD,Manual reclass,,JSMITH
5100000173,1,5000,2026,2026-04,2026-04-24,2026-04-18,610000,Amortization lease incentives,CC-09-UK,P-017,CloudSuite SE,,AA,Manual Journal,S,55528.94,-55528.94,SGD,Accrual reversal,Manual high value,MBECKER
5100000174,1,1000,2026,2026-04,2026-04-29,2026-04-22,550000,IT software and licenses,CC-11-AME,P-009,NorthBuild Contractors,,WE,SAP FI,S,190994.14,-190994.14,EUR,Vendor invoice,,SAP_BATCH
5100000175,1,3000,2026,2026-02,2026-03-03,2026-03-02,580000,Bad debt expense,CC-07-APA,P-066,LegalTrust LLP,,FX,SAP CO Allocation,S,6747.65,-6747.65,GBP,Vendor invoice,Late posting,LCHEN
5100000176,2,3000,2026,2026-02,2026-02-12,2026-02-05,580000,Bad debt expense,CC-07-APA,P-066,NorthBuild Contractors,,AA,Accrual Engine,S,6954.91,-6954.91,GBP,Monthly posting,,MBECKER
5100000177,3,3000,2026,2026-02,2026-03-04,2026-02-26,580000,Bad debt expense,CC-07-APA,P-066,NorthBuild Contractors,,AB,AP Invoice,S,6422.5,-6422.5,GBP,Vendor invoice,Late posting,MBECKER
5100000178,4,3000,2026,2026-02,2026-03-06,2026-03-02,580000,Bad debt expense,CC-07-APA,P-066,CloudSuite SE,,AA,SAP FI,S,6948.74,-6948.74,GBP,Manual reclass,Late posting,LCHEN
5100000179,5,3000,2026,2026-02,2026-02-27,2026-02-22,580000,Bad debt expense,CC-07-APA,P-066,RentAdjust Consulting,,AB,AP Invoice,S,5908.84,-5908.84,GBP,Vendor invoice,,SAP_BATCH
5100000180,1,1100,2026,2026-01,2026-01-04,2026-01-03,513000,Cleaning services,CC-02-WES,P-002,LiftPro Services,,WE,Accrual Engine,S,27663.5,-27663.5,EUR,Lease adjustment,,CONTROLLING
5100000181,2,1100,2026,2026-01,2026-01-05,2026-01-03,513000,Cleaning services,CC-02-WES,P-002,LeaseOps Services,,WE,AP Invoice,S,30150.95,-30150.95,EUR,Utility true-up,,LCHEN
5100000182,3,1100,2026,2026-01,2026-01-01,2025-12-22,513000,Cleaning services,CC-02-WES,P-002,SecureWorks Facilities,,SA,SAP FI,S,31336.52,-31336.52,EUR,Vendor invoice,,CONTROLLING
5100000183,4,1100,2026,2026-01,2026-01-24,2026-01-24,513000,Cleaning services,CC-02-WES,P-002,LiftPro Services,,KR,SAP RE-FX,S,26863.99,-26863.99,EUR,Accrual reversal,,LCHEN
5100000184,5,1100,2026,2026-01,2026-01-24,2026-01-24,513000,Cleaning services,CC-02-WES,P-002,LiftPro Services,,KR,Payroll Upload,S,30205.65,-30205.65,EUR,Quarterly allocation,,MBECKER
5100000185,1,3000,2026,2026-05,2026-05-09,2026-05-01,510000,Repairs and maintenance,CC-08-UK,P-021,SecureWorks Facilities,,AB,SAP FI,S,6401.9,-6401.9,GBP,Late invoice capture,,SAP_BATCH
5100000186,2,3000,2026,2026-05,2026-05-11,2026-05-02,510000,Repairs and maintenance,CC-08-UK,P-021,WaterWorks City,,SA,SAP FI,S,7081.31,-7081.31,GBP,Quarterly allocation,,LCHEN
5100000187,3,3000,2026,2026-05,2026-05-29,2026-05-20,510000,Repairs and maintenance,CC-08-UK,P-021,LiftPro Services,,RE,SAP CO Allocation,S,6186.11,-6186.11,GBP,Manual reclass,,LCHEN
5100000188,4,3000,2026,2026-05,2026-05-28,2026-05-26,510000,Repairs and maintenance,CC-08-UK,P-021,LiftPro Services,,KR,Depreciation Run,S,6610.16,-6610.16,GBP,Accrual reversal,,MBECKER
5100000189,5,3000,2026,2026-05,2026-05-06,2026-05-01,510000,Repairs and maintenance,CC-08-UK,P-021,CloudSuite SE,,FX,SAP FI,S,6087.46,-6087.46,GBP,Manual reclass,,CONTROLLING
5100000190,1,1200,2026,2026-04,2026-04-02,2026-03-28,570000,Marketing leasing campaigns,CC-09-WES,P-051,GreenHeat Utilities,,RE,AP Invoice,S,55692.74,-55692.74,EUR,Lease adjustment,,CONTROLLING
5100000191,1,5000,2026,2026-03,2026-04-04,2026-04-03,410000,Other operating income,CC-09-DAC,P-065,,Retail Tenant,AA,Depreciation Run,H,418731.41,418731.41,SGD,Manual reclass,Late posting,MBECKER
5100000192,2,5000,2026,2026-03,2026-03-17,2026-03-13,410000,Other operating income,CC-09-DAC,P-065,,Logistics Tenant,RE,AP Invoice,H,312147.53,312147.53,SGD,Accrual reversal,,CONTROLLING
5100000193,1,1100,2026,2026-03,2026-03-24,2026-03-14,530000,Property tax,CC-02-APA,P-004,NorthBuild Contractors,,RE,Manual Journal,S,37882.05,-37882.05,EUR,Manual reclass,,SAP_BATCH
5100000194,2,1100,2026,2026-03,2026-03-28,2026-03-21,530000,Property tax,CC-02-APA,P-004,RentAdjust Consulting,,AB,SAP CO Allocation,S,37137.05,-37137.05,EUR,Quarterly allocation,,MBECKER
5100000195,3,1100,2026,2026-03,2026-03-17,2026-03-14,530000,Property tax,CC-02-APA,P-004,GreenHeat Utilities,,SA,SAP FI,S,35585.26,-35585.26,EUR,Monthly posting,,LCHEN
5100000196,4,1100,2026,2026-03,2026-04-03,2026-03-29,530000,Property tax,CC-02-APA,P-004,CloudSuite SE,,SA,SAP RE-FX,S,39516.8,-39516.8,EUR,Lease adjustment,Late posting,SAP_BATCH
5100000197,1,3000,2026,2026-04,2026-04-30,2026-04-22,540000,Professional services,CC-01-UK,P-069,UrbanClean GmbH,,SA,Accrual Engine,S,30983.32,-30983.32,GBP,Accrual reversal,,CONTROLLING
5100000198,2,3000,2026,2026-04,2026-04-24,2026-04-24,540000,Professional services,CC-01-UK,P-069,LegalTrust LLP,,FX,SAP FI,S,33132.6,-33132.6,GBP,Manual reclass,,JSMITH
5100000199,1,4000,2026,2026-04,2026-04-22,2026-04-20,800000,Income tax expense,CC-06-AME,P-041,SecureWorks Facilities,,AB,AP Invoice,S,2649.69,-2649.69,USD,Manual reclass,,LCHEN
5100000200,2,4000,2026,2026-04,2026-04-21,2026-04-18,800000,Income tax expense,CC-06-AME,P-041,RentAdjust Consulting,,AA,Payroll Upload,S,2721.04,-2721.04,USD,Monthly posting,,MBECKER
5100000201,3,4000,2026,2026-04,2026-04-10,2026-04-07,800000,Income tax expense,CC-06-AME,P-041,LegalTrust LLP,,FX,SAP FI,S,2663.04,-2663.04,USD,Accrual reversal,,JSMITH
5100000202,1,2000,2026,2026-01,2026-01-30,2026-01-21,500100,Property management fees,CC-09-AME,P-055,NorthBuild Contractors,,AA,SAP CO Allocation,S,74910.08,-74910.08,EUR,Monthly posting,,CONTROLLING
5100000203,2,2000,2026,2026-01,2026-02-02,2026-01-26,500100,Property management fees,CC-09-AME,P-055,SecureWorks Facilities,,FX,Accrual Engine,S,67961.72,-67961.72,EUR,Manual reclass,Late posting,JSMITH
5100000204,1,1100,2026,2026-02,2026-02-25,2026-02-15,600000,Depreciation buildings,CC-02-UK,P-002,RentAdjust Consulting,,AB,AP Invoice,S,92477.03,-92477.03,EUR,Monthly posting,,AP_BOT
5100000205,1,4000,2026,2026-03,2026-03-28,2026-03-21,410000,Other operating income,CC-03-UK,P-062,,Retail Tenant,KR,AP Invoice,H,32243.36,32243.36,USD,Quarterly allocation,,CONTROLLING
5100000206,2,4000,2026,2026-03,2026-03-04,2026-03-04,410000,Other operating income,CC-03-UK,P-062,,Tenant B,FX,AP Invoice,H,24454.54,24454.54,USD,Vendor invoice,,MBECKER
5100000207,3,4000,2026,2026-03,2026-03-15,2026-03-11,410000,Other operating income,CC-03-UK,P-062,,Tenant B,AA,SAP RE-FX,H,23291.59,23291.59,USD,Lease adjustment,,SAP_BATCH
5100000208,4,4000,2026,2026-03,2026-03-27,2026-03-21,410000,Other operating income,CC-03-UK,P-062,,Retail Tenant,AB,Manual Journal,H,29021.35,29021.35,USD,Vendor invoice,,MBECKER
5100000209,5,4000,2026,2026-03,2026-03-06,2026-03-06,410000,Other operating income,CC-03-UK,P-062,,Retail Tenant,KR,SAP RE-FX,H,34285.51,34285.51,USD,Monthly posting,,CONTROLLING
5100000210,1,2000,2026,2026-04,2026-04-17,2026-04-11,511000,Utilities electricity,CC-08-AME,P-054,WaterWorks City,,KR,Accrual Engine,S,6051.12,-6051.12,EUR,Manual reclass,,JSMITH
5100000211,2,2000,2026,2026-04,2026-04-07,2026-04-05,511000,Utilities electricity,CC-08-AME,P-054,LegalTrust LLP,,AA,Manual Journal,S,6876.92,-6876.92,EUR,Accrual reversal,,SAP_BATCH
5100000212,3,2000,2026,2026-04,2026-04-13,2026-04-12,511000,Utilities electricity,CC-08-AME,P-054,SecureWorks Facilities,,AB,AP Invoice,S,5903.3,-5903.3,EUR,Lease adjustment,,AP_BOT
5100000213,1,5000,2026,2026-01,2026-01-27,2026-01-23,500100,Property management fees,CC-03-APA,P-019,EnergiaPlus,,RE,Accrual Engine,S,147553.09,-147553.09,SGD,Quarterly allocation,,CONTROLLING
5100000214,1,4000,2026,2026-04,2026-04-20,2026-04-15,400200,Service charge income,CC-04-UK,P-024,,Logistics Tenant,AA,SAP RE-FX,H,65426.63,65426.63,USD,Monthly posting,,SAP_BATCH
5100000215,2,4000,2026,2026-04,2026-04-29,2026-04-20,400200,Service charge income,CC-04-UK,P-024,,Tenant C,WE,AP Invoice,H,37884.49,37884.49,USD,Late invoice capture,,SAP_BATCH
5100000216,3,4000,2026,2026-04,2026-04-12,2026-04-05,400200,Service charge income,CC-04-UK,P-024,,Tenant A,AA,Accrual Engine,H,65356.49,65356.49,USD,Accrual reversal,,SAP_BATCH
5100000217,1,2100,2026,2026-01,2026-01-18,2026-01-11,530000,Property tax,CC-09-WES,P-059,GreenHeat Utilities,,AB,AP Invoice,S,28662.43,-28662.43,EUR,Utility true-up,,JSMITH
5100000218,2,2100,2026,2026-01,2026-01-22,2026-01-13,530000,Property tax,CC-09-WES,P-059,EnergiaPlus,,WE,SAP FI,S,23411.96,-23411.96,EUR,Lease adjustment,,LCHEN
5100000219,3,2100,2026,2026-01,2026-01-21,2026-01-12,530000,Property tax,CC-09-WES,P-059,EnergiaPlus,,KR,SAP FI,S,28316.13,-28316.13,EUR,Late invoice capture,,LCHEN
5100000220,1,5000,2026,2026-02,2026-02-06,2026-02-02,511100,Utilities heating,CC-03-APA,P-065,LegalTrust LLP,,SA,SAP CO Allocation,S,244759.66,-244759.66,SGD,Monthly posting,,JSMITH
5100000221,1,2100,2026,2026-02,2026-02-05,2026-01-28,400100,Rental income,CC-10-DAC,P-070,,Tenant A,RE,Payroll Upload,H,23200.18,23200.18,EUR,Vendor invoice,,LCHEN
5100000222,2,2100,2026,2026-02,2026-03-06,2026-03-05,400100,Rental income,CC-10-DAC,P-070,,Tenant B,FX,SAP FI,H,21129.02,21129.02,EUR,Late invoice capture,Late posting,AP_BOT
5100000223,3,2100,2026,2026-02,2026-02-09,2026-02-07,400100,Rental income,CC-10-DAC,P-070,,Tenant A,RE,SAP RE-FX,H,18571.2,18571.2,EUR,Vendor invoice,,AP_BOT
5100000224,4,2100,2026,2026-02,2026-03-04,2026-03-02,400100,Rental income,CC-10-DAC,P-070,,Retail Tenant,AA,SAP CO Allocation,H,20093.43,20093.43,EUR,Late invoice capture,Late posting,LCHEN
5100000225,5,2100,2026,2026-02,2026-02-12,2026-02-04,400100,Rental income,CC-10-DAC,P-070,,Tenant A,WE,SAP FI,H,20348.71,20348.71,EUR,Monthly posting,,CONTROLLING
5100000226,1,1100,2026,2026-03,2026-03-03,2026-02-22,512000,Security services,CC-11-APA,P-004,NorthBuild Contractors,,WE,SAP RE-FX,S,22231.02,-22231.02,EUR,Quarterly allocation,,JSMITH
5100000227,2,1100,2026,2026-03,2026-03-17,2026-03-07,512000,Security services,CC-11-APA,P-004,CloudSuite SE,,KR,SAP FI,S,17310.0,-17310.0,EUR,Monthly posting,,LCHEN
5100000228,3,1100,2026,2026-03,2026-03-23,2026-03-17,512000,Security services,CC-11-APA,P-004,UrbanClean GmbH,,WE,SAP FI,S,22623.75,-22623.75,EUR,Vendor invoice,,MBECKER
5100000229,4,1100,2026,2026-03,2026-03-13,2026-03-12,512000,Security services,CC-11-APA,P-004,EnergiaPlus,,AA,AP Invoice,S,22017.47,-22017.47,EUR,Utility true-up,,AP_BOT
5100000230,1,3000,2026,2026-03,2026-03-05,2026-02-25,513000,Cleaning services,CC-01-UK,P-022,WaterWorks City,,AB,Depreciation Run,S,156816.83,-156816.83,GBP,Vendor invoice,,SAP_BATCH
5100000231,2,3000,2026,2026-03,2026-03-07,2026-03-04,513000,Cleaning services,CC-01-UK,P-022,UrbanClean GmbH,,RE,AP Invoice,S,151139.83,-151139.83,GBP,Manual reclass,,SAP_BATCH
5100000232,1,1200,2026,2026-04,2026-04-07,2026-04-02,520000,Insurance,CC-07-DAC,P-010,CloudSuite SE,,FX,SAP FI,S,1475.8,-1475.8,EUR,Manual reclass,,SAP_BATCH
5100000233,2,1200,2026,2026-04,2026-05-02,2026-04-23,520000,Insurance,CC-07-DAC,P-010,CloudSuite SE,,AB,SAP CO Allocation,S,1188.25,-1188.25,EUR,Late invoice capture,Late posting,LCHEN
5100000234,3,1200,2026,2026-04,2026-04-19,2026-04-16,520000,Insurance,CC-07-DAC,P-010,GreenHeat Utilities,,SA,Accrual Engine,S,1002.96,-1002.96,EUR,Late invoice capture,,AP_BOT
5100000235,4,1200,2026,2026-04,2026-04-11,2026-04-11,520000,Insurance,CC-07-DAC,P-010,CloudSuite SE,,SA,Accrual Engine,S,1314.03,-1314.03,EUR,Vendor invoice,,LCHEN
5100000236,5,1200,2026,2026-04,2026-04-29,2026-04-24,520000,Insurance,CC-07-DAC,P-010,GreenHeat Utilities,,SA,SAP RE-FX,S,1333.42,-1333.42,EUR,Late invoice capture,,SAP_BATCH
5100000237,1,1100,2026,2026-04,2026-04-12,2026-04-05,401000,Parking income,CC-05-WES,P-004,,Tenant A,RE,SAP FI,H,416639.05,416639.05,EUR,Quarterly allocation,,AP_BOT
5100000238,2,1100,2026,2026-04,2026-04-24,2026-04-24,401000,Parking income,CC-05-WES,P-004,,Tenant B,RE,Manual Journal,H,433240.89,433240.89,EUR,Quarterly allocation,Manual high value,MBECKER
5100000239,3,1100,2026,2026-04,2026-04-11,2026-04-11,401000,Parking income,CC-05-WES,P-004,,Retail Tenant,AA,AP Invoice,H,403314.69,403314.69,EUR,Late invoice capture,,MBECKER
5100000240,4,1100,2026,2026-04,2026-04-09,2026-04-06,401000,Parking income,CC-05-WES,P-004,,Anchor Tenant,RE,SAP CO Allocation,H,449699.5,449699.5,EUR,Vendor invoice,,CONTROLLING
5100000241,1,4000,2026,2026-02,2026-02-18,2026-02-11,512000,Security services,CC-03-WES,P-024,SecureWorks Facilities,,KR,Accrual Engine,S,35527.03,-35527.03,USD,Monthly posting,,CONTROLLING
5100000242,1,5000,2026,2026-04,2026-04-29,2026-04-27,610000,Amortization lease incentives,CC-07-UK,P-065,GreenHeat Utilities,,AB,Depreciation Run,S,17643.04,-17643.04,SGD,Manual reclass,,SAP_BATCH
5100000243,2,5000,2026,2026-04,2026-04-09,2026-04-01,610000,Amortization lease incentives,CC-07-UK,P-065,GreenHeat Utilities,,FX,AP Invoice,S,15309.7,-15309.7,SGD,Monthly posting,,MBECKER
5100000244,3,5000,2026,2026-04,2026-04-28,2026-04-19,610000,Amortization lease incentives,CC-07-UK,P-065,SecureWorks Facilities,,RE,SAP RE-FX,S,18259.66,-18259.66,SGD,Quarterly allocation,,LCHEN
5100000245,1,3000,2026,2026-03,2026-03-22,2026-03-19,580000,Bad debt expense,CC-01-WES,P-066,EnergiaPlus,,AA,Accrual Engine,S,92159.53,-92159.53,GBP,Quarterly allocation,,AP_BOT
5100000246,2,3000,2026,2026-03,2026-03-18,2026-03-16,580000,Bad debt expense,CC-01-WES,P-066,LiftPro Services,,KR,AP Invoice,S,106960.24,-106960.24,GBP,Late invoice capture,,MBECKER
5100000247,1,3000,2026,2026-01,2026-01-11,2026-01-04,401000,Parking income,CC-09-AME,P-066,,Logistics Tenant,AA,Manual Journal,H,1820468.62,1820468.62,GBP,Accrual reversal,Manual high value,CONTROLLING
